Terrane;ROCKNAME;RESULT#;COMPONENT;TESTS;TILT;SLAT;SLONG;B;N;DEC;INC;abs(I);KD;ED95;PLAT;PLONG;DP;DM;A95;f;INCf;PLATf;PLONf;DPf;DMf;A95f;f;INCf;PLATf;PLONf;DPf;DMf;A95f;%REV;DEMAGCODE;40;24;10;16;Q2;Q3;Q4;Q5;Q6;Q7;Q(7);R1;R2;R3;R4;R5;R6;R7;R;Grade;nominal age;lomagage;himagage;REF/method;ROCKNAME;POLE AUTHORS;YEAR;JOURNAL;VOLUME;VPAGES;TITLE;Comment;;;;;;;;;;;;;;;;;;;;;
Baltica;Bornholm Group I dykes;10004;;C+, Rci;0;55.2;14.7;32;232;31.6;-42.5;42.5;20.3;6.3;5;166;;;6.6;1;-42.5;5;166;;;6.6;;;;;;;;4;4;1;1;1;1;1;1;1;1;1;1;7;1;1;1;C;1;1;1;7;A;1326;1316;1336;U-Pb, 1326±10 Holm et al 2005 ;Bornholm Group I dykes;Luoto, Salminen, Obst;2021;Prec Res;367;106444;Revisiting mafic dykes of Bornholm – Implications for Baltica in;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;supercontinent Nuna at 1.3 Ga;;;;;;;;;;;;;;;;;;;;;;
Baltica;Mashak suite;10022;;C+;100;54;57;4;55;50.8;-38.8;38.8;33.5;16.1;1.8;193;14.8;14.8;14.8;1;-38.8;1.8;193;14.8;14.8;14.8;1;-38.8;1.8;193;14.8;14.8;14.8;mixed;4;1;1;1;0;0;1;1;1;1;0;5;1;0;1;C;1;1;1;6;B;1376;1366;1385;"1366 ± 6, 1384 ± 3; Bekker et al 2006, Ernst et al 2006";Mashak suite;Lubnina, N.V.;2009;Dokl. Earth Sci.;428;1174-1178;The East European Craton in the Mesoproterozoic: New Key Paleomagnetic Poles;;;;;;;;;;;;;;;;;;;;;;
Baltica;Lake Ladoga basalt, sill, dykes;9347;;C+;0;61.5;31.2;12;278;32.5;-16.7;16.7;168.6;7.1;15.2;177.1;5.5;5.5;5.5;1;-16.7;15.2;177.1;5.5;5.5;5.5;1;-16.7;15.2;177.1;5.5;5.5;5.5;85-->92;4;1;1;1;1;1;1;1;1;1;0;6;1;1;1;C;1;1;1;7;A;1452;1440;1464;1452 ± 12 Lubnina et al. 2010;Lake Ladoga basalt, sill, dykes;Lubnina, N.V., Mertanen, S., SÃ¶derlund, U., Bogdanova, S., Vasilieva, T.I., Frank-Kamenetsky, D.;2010;Precambrian Res.;183;442-462;A new key pole for the East European Craton at 1452 Ma: Palaeomagnetic and geochronological constraints from mafic rocks in the Lake Ladoga region (Russian Karelia);;;;;;;;;;;;;;;;;;;;;;
Baltica;Western Dalarna intrusions;New;;C+, c+;0;60.8;14.5;22;149;15;-4;4;28.6;5.9;26.1;177.8;;;4.2;1;-4;26.1;177.8;;;4.2;;;;;;;;0 or 100;;;;;;;;;;;;;1;1;1;Cc;1;0;1;6;A;1465;1459;1478;"1465±5 Ma, 1474±4 Ma, 1461.7±1.0; 1461.2±1.2; 1461.2±2.2 ";Western Dalarna intrusions;Gong et al.;2026;EPSL;;;;Mean Bunkris/Glysjon/Oje was replaced with this one. ;;;;;;;;;;;;;;;;;;;;;
Baltica;MEAN Bunkris/Glysjon/Oje (delete, see comment);NEW;4-study unit mean of Tuna dykes, Bunkris, Glysjon, Oje;;0;61.5;13.5;4;65;10.6;0.3;0.3;24;19;28.3;179.8;13.2;13.2;13.2;1;0.3;28.3;179.8;13.2;13.2;13.2;1;0.3;28.3;179.8;13.2;13.2;13.2;0or100;4;1;1;1;0;0;1;0;1;0;1;4;1;0;1;0;1;0;0;3;B;1469;1460;1478;"1461.2 ± 1.2 Ma, 1474 ± 2 Ma; Söderlund et al 2005, Lundström et al 2002 ";MEAN Bunkris/Glysjon/Oje;"Checked in Kringler. LULEÅ WORKING GROUP MEAN (Mulder, 1971; Bylund 1985; Piper 1992a; Piper and Smith, 1980) (age: Söderlund et al. 2005)";2009;;;;;Gong et al. 2026 have a new paper in press (8.6.2026) for this age group (Western Dalarna);;;;;;;;;;;;;;;;;;;;;
Baltica;Mean 1500 (Ragunda-dykes group 1 + Strömsbro rapakivi + Strömsbro dykes +Rödö rapakivi);10007+1320;;C+, R0;0;62;17;18;123;7.4;-25.4;25.4;8.0-->8.5;12.6;12.7;190.1;;;10.2;1;-25.4;12.7;190.1;;;10.2;;;;;;;;28;4;1;1;1;1;1;1;1;1;1;1;7;1;1;1;C;1;0;1;6;A;1499;1491;1519;1497 ± 6, 1500 ± 19, 1505 ± 12, 1514 ± 5 (U-Pb), Persson 1999;Mean 1500 (Ragunda-dykes group 1, Strömsbro raoakivi + dykes, Rödö rapakivi);Salminen, J., Elming, S-Å, Mertanen, S., Almqvist, B., Wang, C., Moakhar, M.;2021;Precambrian Research;365;106406;Paleomagnetic studies of rapakivi complexes in the Fennoscandian Shield – Implications for the origin of Proterozoic massif-type anorthosite magmatism;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andersson 1997b, Andersson et al. 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baltica;Ragunda Formation;1320;;Rc;0;63.3;16.1;15;87;14.5;45.7;45.7;31;6.9;51.6;166.6;5.7;8.9;7.1;1;45.7;51.6;166.6;5.7;8.9;7.1;1;45.7;51.6;166.6;5.7;8.9;7.1;27;4;1;1;1;1;1;1;0;0;1;0;4;1;1;1;0;1;1;0;5;B;1506;1493;1519;1514±5, 1505+-12, 1514±5, 1505+-12, Persson 1999, Prec. Res. 95, 109-127;Ragunda Formation;Piper,J.D.A.;1979;Geol. Fören. Förhandlingar;101;139-148;Palaeomagnetism of the Ragunda intrusion and dolerite dykes, central Sweden;Included Ragunda dykes + rapakivi pole group 2;;;;;;;;;;;;;;;;;;;;;
Baltica;Ragunda dykes + rapakivi (group 2);10006;;C*+, Rc;0;62;17;20;122;20.6;48.9;48.9;21.9;7.1;55.6;164.2;;;7.8;1;48.9;55.6;164.2;;;7.8;;;;;;;;25;4;;;;;;;;;;;;1;1;1;c;1;1;1;7;A;1510;1493;1519;"1505 ± 12; 1514 ± 5 (age from  Persson (1999) )";Ragunda dykes group 2;Salminen, J., Elming, S-Å, Mertanen, S., Almqvist, B., Wang, C., Moakhar, M.;2021;Precambrian Research;365;106406;Paleomagnetic studies of rapakivi complexes in the Fennoscandian Shield – Implications for the origin of Proterozoic massif-type anorthosite magmatism;;;;;;;;;;;;;;;;;;;;;;
Baltica;Åland dyke swarm ;9476-9479;includes data from resultno 5740 and 5741;C+, R(indeterminate);0;60;20;76;366;7.3;-10.2;10.2;12.7;4.8;24.1;192.9;3.3;3.3;3.3;1;-10.2;24.1;192.9;3.3;3.3;3.3;1;-10.2;24.1;192.9;3.3;3.3;3.3;59;4;1;1;1;1;1;1;1;1;1;1;7;1;1;1;C;1;0;1;6;A;1578;1566;1590;"U-Pb(z) 1575.9±3, 1569±3, 1577±12; Salminen et al 2015  ";Åland dyke swarm;Salminen, J.M., Klein, R., Mertanen, S., Pesonen, L.J., Fröjdö, S., Mänttäri, I., Eklund, O ;2016;Geological Society of London Special Publications, Special volume. ;424;95-118;Palaeomagnetism and U-Pb geochronology of ca. 1570 Ma intrusives from Åland archipelago, SW Finland – implications for Nuna.;Calculations checked, numbers changed slightly.;;;;;;;;;;;;;;;;;;;;;
Baltica;Satakunta dyke swarm -C ;9445;;C+, R(indeterminate);0;62;21.5;19;99;11.5;3.3;3.3;15.5;8.8;29.3;188.1;6.6;6.6;6.6;1;3.3;29.3;188.1;6.6;6.6;6.6;1;3.3;29.3;188.1;6.6;6.6;6.6;32;4;1;1;1;1;1;1;1;1;1;0;6;1;1;1;C;1;0;1;6;A;1578;1566;1590;"correlated to Åland: U-Pb(z) 1575.9±3, 1569±3, 1577±12; Salminen et al 2015  ";Satakunta dyke swarm -C;Salminen, J., Mertanen, S., Evans, D.A.D.;2014;Precambrian Res.;244;170-191;Paleomagnetic study of the Mesoproterozoic Satakunta dyke swarm, Finland, with implications for a northern Europe - North America (NENA) connection within Nuna supercontinent;Calculations checked, numbers changed slightly.;;;;;;;;;;;;;;;;;;;;;
Baltica;Hoting basic dykes;9473;;C+;0;64.2;16.2;4;41;45.1;8.5;8.5;24;19.1;21.9;146.7;13.7;13.7;13.7;1;8.5;21.9;146.7;13.7;13.7;13.7;1;8.5;21.9;146.7;13.7;13.7;13.7;0or100;4;1;1;1;0;0;1;1;1;0;0;4;0;0;1;C;1;0;1;4;B;1614;1590;1638;"Ar-Ar, bt: 1614±24; Elming et al 2009";Hoting basic dykes;Elming, S.Å., Moakhar, M.O., Layer, P and Donadini, F. INCLUDES data from Elming et al 2004. GFF;2009;Geoph. J. Int.;179;59-78;Uplift deduced…;;;;;;;;;;;;;;;;;;;;;;
Baltica;Häme + E-W Satakunta;9446+NEW;;C+, R(indeterminate);0;61;21--27;15;75;354.9;-3.5;3.5;10;13;26.3;209.1;;;10.9;1;-3.5;26.3;209.1;;;10.9;;;;;;;;47;4;1;1;1;1;1;1;1;1;1;1;7;1;1;1;C;1;0;1;6;A;1642;1633;1661;"1642 ±2, 1647 ± 14 (Salminen et al., 2017);  1639 ± 3 (Luttinen et al. 2022)";Häme + E-W Satakunta;Salminen, J., Elming, S-Å, Mertanen, S., Almqvist, B., Wang, C., Moakhar, M.,;2021;Precambrian Research;365;106406;Paleomagnetic studies of rapakivi complexes in the Fennoscandian Shield – Implications for the origin of Proterozoic massif-type anorthosite magmatism;;;;;;;;;;;;;;;;;;;;;;
Baltica;Häme dyke swarm ;9860;;C+, R(indeterminate);0;61.4;25.1;11;45;355.6;-9.1;9.1;8.6;16.6;23.6;209.8;8.5;16.8;14.7;1;-9.1;23.6;209.8;8.5;16.8;14.7;1;-9.1;23.6;209.8;8.5;16.8;14.7;55;4;1;1;0;0;0;1;1;1;1;0;5;1;1;1;C;1;0;1;6;B;1647;1633;1661;"1642 ±2, 1647 ± 14 (Salminen et al., 2017);  1639 ± 3 (Luttinen et al. 2022)";Häme dykes;Salminen, J., Klein, R., Veikkolainen, T., Mertanen, S., Mänttäri, I.;2017;Precambrian Res.;288;tammi.22;Mesoproterozoic geomagnetic reversal asymmetry in light of new paleomagnetic and geochronological data for the Häme dyke swarm  Finland: Implications for the Nuna supercontinent;;;;;;;;;;;;;;;;;;;;;;
Baltica;Turinge gabbro-diabase;9921;;C*+;0;63;15;6;56;342.8;44.1;44.1;199;4.8;51.6;220.2;;;4.8;1;44.1;51.6;220.2;;;4.8;;;;;;;;0or100;4;1;1;1;1;1;1;1;1;0;1;6;1;0;1;c;1;0;1;5;A;1700;1696;1704;"U-Pb (bd) 1700 ± 4; Ar-AR, hbl: 1703 ± 6, 1687 ± 13 (Elming et al 2019)";Turinge gabbro-diabase;Elming, Layer, Söderlund;2019;Precambrian Research;329;182-194;Cooling history and age of magnetization of a deep intrusion: A new 1.7 Ga;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;key pole and Svecofennian-post Svecofennian APWP for Baltica;;;;;;;;;;;;;;;;;;;;;;
Baltica;MEAN Ropruchey sill;7408;mean of 4 sites from Fedotova+99 and Damm+97;;100;61.4;35.3;4;30;358.8;20.1;20.1;100.3;9.2;39.1;217;8.6;8.6;8.6;1;20.1;39.1;217;8.6;8.6;8.6;1;20.1;39.1;217;8.6;8.6;8.6;0or100;4;1;1;1;1;1;1;0;1;0;1;5;1;0;1;0;1;0;1;4;B;1751;1748;1754;"U-Pb 1751±3; Lubnina+12";Ropruchey sill;Fedotova,M.A., Khramov,A.N., Pisakin,B.N., Priyatkin,A.A.;1999;Geophys.J.Int.;137;691-712;Early Proterozoic palaeomagnetism: new results from the intrusives and related rocks of the Karelian, Bolomorian and Kloa provinces, eastern Fennoscandian Shield;;;;;;;;;;;;;;;;;;;;;;
Baltica;Shoksha Sandstones;8681;;G*,Rc;100;61.3;33.8;36;61;354.3;21.6;21.6;22.3;5.2;39.7;221.1;2.9;5.5;4;0.6;33.4;46.8;221.7;3.4;5.9;4.5;0.6;33.4;46.8;221.7;3.4;5.9;4.5;42;4;1;1;1;1;1;1;1;1;1;1;7;0;1;1;G;1;1;1;6;B;1775;1750;1800;"pre-1770±12, pre-1770±12, base of formation; Lubnina et al. 2012, ropruchey  sill U-Pb 1751±3; Lubnina+12";Shoksha Sandstones;Pisarevsky, S.A., Sokolov, S.J.;2001;Geophys.J.Int.;146;531-538;The magnetostratigraphyand a 1780 Ma palaeomagnetic pole from the red sandstones of the Vazhinka River section, Karelia, Russia;Because of lack of age and field test, lowering the grade;;;;;;;;;;;;;;;;;;;;;
Baltica;Småland intrusives -C;9355;;C*+, Roi;0;57.1;15.7;11;58;9.3;25.1;25.1;30;8.5;45.7;182.7;8;8;8;1;25.1;45.7;182.7;8;8;8;1;25.1;45.7;182.7;8;8;8;10;4;1;1;1;1;1;1;1;1;1;1;7;1;1;1;c;1;0;1;6;A;1777;1769;1784;"1776.5, 1780 ± 3, 1776 +8/-7; Nilsson and Wikman 1997";Småland intrusives -C;Pisarevsky, S., Bylund, G.;2010;Am. J. Sci.;310;1168-1186;Paleomagnetism of 1780-1770 Ma mafic and composite intrusions of Småland (Sweden): Implications for the mesoproterozoic supercontinent;;;;;;;;;;;;;;;;;;;;;;
Baltica;Hoting gabbro;9580;;C*+;0;64.2;16.2;5;47;331.9;37.5;37.5;41;12.1;43;233.3;10.9;10.9;10.9;1;37.5;43;233.3;10.9;10.9;10.9;1;37.5;43;233.3;10.9;10.9;10.9;mixed (one R pol site, 4 N pol sites);4;1;1;1;1;1;1;1;1;0;1;6;1;0;1;c;1;0;1;5;A;1786;1776;1796;"U-Pb: 1786+-10; Hellström and Larson 2003";Hoting gabbro;Elming, S.Å., Moakhar, M.O., Layer, P and Donadini, F.;2009;Geoph. J. Int.;179;59-78;Uplift deduced…;;;;;;;;;;;;;;;;;;;;;;
Baltica-Fennoscandia;Lake Ladoga, Mean intr. & dykes, A;10018;;;0;61.3;30;4;42;347.2;40.6;40.6;146.2;7.6;50.9;229.1;5.6;9.2;7.2;1;40.6;50.9;229.1;5.6;9.2;7.2;1;40.6;50.9;229.1;5.6;9.2;7.2;25;4;1;1;1;1;1;1;0;1;1;1;6;1;0;1;0;1;0;1;4;B;1800;1744;1819;"1802±17 (U-Pb, zr); 1800±6  (U-Pb, zr); 1777±33 (U-Pb; rim of zircons for lamph); Konopelko and Ivanikov 1996";;Mertanen, S., Eklund, O., Shebanov, A., Frank-Kamenetsky, D.;2006;IDC-5, Taylor & Francis;Int. Conf. 5;63-74;Paleo- and Mesoproterozoic dyke swarms at Lake Ladoga area, NW Russia - paleomagnetic studies ;Number of separate dykes is 4.;;;;;;;;;;;;;;;;;;;;;
Baltica-Fennoscandia;Notträsk gabbro ;1331;;;0;65.83;21.83;6;25;348.9;35.9;35.9;148;5.5;43.5;216.2;6.1;6.1;6.1;1;35.9;43.5;216.2;6.1;6.1;6.1;1;35.9;43.5;216.2;6.1;6.1;6.1;0or100;AF;1;1;1;1;1;1;0;1;0;1;5;1;0;1;0;1;0;1;4;C+;1806;1800;1812;"1806±6 (U-Pb, zr); Sadeghi and Hellström, 2017";;Elming;1985;Geologiska Föreningen i Stockholm Förhandlingar;107;17--35;A palaeomagnetic study of Svecokarelian basic;Downgrading pole due to its low quality and lack of field test, not exactly same numbers than in Elming 1985, but within 3 degrees;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rocks from northern Sweden;;;;;;;;;;;;;;;;;;;;;;
Baltica-Fennoscandia;Eastern Murmansk sills;9888;;;;68.5;38.2;16;214;348.4;53.3;53.3;68;4.5;54.7;234.7;4.3;6.3;5.2;1;53.3;54.7;234.7;4.3;6.3;5.2;1;53.3;54.7;234.7;4.3;6.3;5.2;;4;1;1;1;1;1;1;1;1;0;1;6;1;1;1;0;1;0;1;5;B;1860;1856;1870;"1860  ± 4, 1863  ± 7, 1857  ± 20, 1889  ± 57, 1865  ± 8, 1850; Veselovskiy et al. 2019";Eastern Murmansk sills;Veselovskiy et al.;2019;Precambrian Res.;324;126-145;1.86 Ga key paleomagnetic pole from the Murmansk craton intrusions - Eastern Murman Sill Province, NE Fennoscandia: Multidisciplinary approach and paleotectonic applications;;;;;;;;;;;;;;;;;;;;;;
Baltica-Fennoscandia;Keuruu dykes ;9687;;C+, R-;0;62.3;24.7;21;68;340.4;35.2;35.2;31.3;5.8;45.7;230.9;;;5.5;1;35.2;45.7;230.9;;;8.1;1;35.6;46.6;225.3;;;8.1;mixed;4;1;1;1;1;1;1;1;1;1;1;7;0;1;1;C;1;0;1;5;B ;1869;1859;1879;1867 ± 8, 1870 ± 9 (Pb-Pb, U-Pb) Klein et al., 2016 Problems with dating: inherited zircons and too large zircons to be magmatic (Huhma pers comm);Keuruu dykes;Klein, R., Pesonen, L.J., Mänttäri, I., Heinonen, J.S.;2016;Precambrian Res.;286;379-397;A late Paleoproterozoic key pole for the Fennoscandian Shield: A paleomagnetic study of the Keuruu diabase dykes, Central Finland;Numbers updated based on new calculations;;;;;;;;;;;;;;;;;;;;;
Baltica-Fennoscandia;Svecofennian gabbro intrusions;10239;;;0;63.9;25.08;27;172;336.8;40.7;40.7;58.7;3.7;46.9;237.5;;;3.5;1;40.7;46.9;237.5;;;3.5;1;40.7;46.9;237.5;;;3.5;0or100;4;;;;;;;;;;;;1;1;1;0;1;0;1;5;B;1885;1875;1891;1886 ± 5 Ma U-Pb (zr) (Marttila 1981), 1883 ± 8 Ma U-Pb (zr) (Patchett & Kouvo 1986);Svecofennian gabbros;Luoto, T., Salminen, J., Mertanen, S., Elming, S.-Å-, Pesonen, L.J.;2023;Geophys. J. Int;235;1810–1831 ;New palaeoproterozoic palaeomagnetic data from Central and Northern Finland indicate a long-lived stable position for Fennoscandia ;;;;;;;;;;;;;;;;;;;;;;
Baltica-Karelia;Onega 1975 Ma Intrusions;9854;;C+;0;62.1;34;10;191;83.9;66.2;66.2;141;4.1;44.4;101.5;6.3;6.3;6.3;1;66.2;44.4;101.5;6.3;6.3;6.3;1;66.2;44.4;101.5;6.3;6.3;6.3;0or100;4;1;1;1;1;1;1;1;1;0;0;5;1;1;1;C;0;0;1;5;A;1976;1967;1985;"1970± 3 (U-Pb), 1976± 9 Ma (U-Pb); Lubnina et al 2016, Kulikov et al 1999";Onega;Lubnina, N.V., Pisarevsky, S.A., Stepanova, A.V., Bogdanova, S.V., Sokolov, S.J.;2017;Precambrian Res.;292;1--12;Fennoscandia before Nuna/Columbia: Paleomagnetism of 1.98–1.96 Ga maﬁc rocks of the Karelian craton and paleogeographic implications;;;;;;;;;;;;;;;;;;;;;;
Baltica-Karelia;Varpaisjärvi dolerites & basement;new?;Component C;Ro;0;63.4;27.8;11;63;114.9;48.9;48.9;26.1;9.1;-17.4;262.3;;;9.8;1;48.9;-17.4;262.3;;;9.9;1;44.7;-14.1;263.5;;;9.9;;4;1;1;1;1;1;1;1;0;1;1;6;1;1;1;0;1;0;1;5;B;2295;2290;2300;"2295 ± 5; Paavola 2003, Hölttä et al 2000";Varpaisjärvi dolerites & basement;Mertanen, S., Hölttä, P., Pesonen, L.J., Paavola, J., ;2006;In: Hanski, E., Mertanen, S., Rämö, T.,Vuollo, J. (eds.) Dyke Swarms - Time Markers of Crustal Evolution. Taylor & Francis, London;;243-256;Palaeomagnetism of Palaeoproterozoic dolerite dykes in central Finland;In article B=3 used, but there seems to be 11 dykes. Mean calculated with 11 sites);;;;;;;;;;;;;;;;;;;;;
Baltica-Karelia;Taivalkoski 2.3 Ga dyke;9488;AD';;0;65.5;28.1;1;9;134.5;-7.3;7.3;35.2;8.8;20.4;257.3;6.3;6.3;6.3;1;-7.3;20.4;257.3;6.3;6.3;6.3;1;-7.3;20.4;257.3;6.3;6.3;6.3;0or100;4;1;0;1;1;0;1;0;1;0;1;4;0;0;1;0;1;0;0;2;C+;2339;2321;2357;2339 ± 18, Salminen et al. 2014a;Taivalkoski dyke;Salminen, J., Halls, H.C., Mertanen, S., Pesonen, L.J., Vuollo, J., SÃ¶derlund, U.;2014;Precambrian Res.;244;87-99;Paleomagnetic and geochronological studies on Paleoproterozoic diabase dykes of Karelia, East Finlandâ€”Key for testing the Superia supercraton;;;;;;;;;;;;;;;;;;;;;;
Baltica-Karelia;Kivakka intrusion;9226+new;;;30 to NW;65;30.6;8;132;308.3;-52.9;52.9;94.4;5.7;-16.6;253.7;;;7.6;1;-52.9;-16.6;253.7;;;7.6;1;-52.9;-16.6;253.7;;;7.6;0or100;4;1;;;;;;;;;;;1;1;1;0;1;0;1;5;B;2443;2438;2448;2444 ± 1 Ma U-Pb (zr) (Barkov et al., 1991), 2443 ± 5 Ma  U-Pb (zr)(Revyako et al., 2012);Kivakka intrusion;Lubnina, N., Bychkov, A.V., Tarasov, N.A., Osadchii, V.O., Miklyaeva, E.P.;2025;Moscow University Geology Bulletin;80;17-27;Stages of the Paleoproterozoic Chemical Remagnetization of the Kivakka Layered Intrusion and Its Geodynamic Setting during the Breakup of the Precambrian Supercontinents;;;;;;;;;;;;;;;;;;;;;;
Baltica-Karelia;Karelian Dykes;8464;D Component;C-;0;66;30.7;11;69;102.1;45.2;45.2;67.3;5.6;-19.9;278.7;6.1;6.1;6.1;1;45.2;-19.9;278.7;6.1;6.1;6.1;1;45.2;-19.9;278.7;6.1;6.1;6.1;0or100;4;1;1;1;1;1;1;0;1;0;1;5;1;1;1;0;1;0;1;5;B;2446;2441;2451;2446±5,  Vuollo and Huhma 2005;Karelian Dykes;Mertanen,S., Halls,H.C., Vuollo,J.I., Pesonen,L.J., Stepanov,V.S.;1999;Precambrian Res.;98;197-221;Paleomagnetism of 2.44 Ga mafic dykes in Russian Karelia;;;;;;;;;;;;;;;;;;;;;;
Baltica-Karelia;Mean D Burakovskaya intrusion and remagnetized Avdeev/Shalskiy dykes;9331;D component;C+;;61.9;36.1;8;171;139.1;56.5;56.5;54.9;7.5;14.3;68.5;7.9;10.9;9.3;1;56.5;14.3;68.5;7.9;10.9;9.3;;;;;;;;0or100;;;;;;;;;;;;;1;0;1;C;1;0;1;5;B;2449;2448;2450;"2449 ± 1?; Bleeker et al. 2008; Amelin et al. 1995";Mean D Burakovskaya intrusion and remagnetized Avdeev/Shalskiy dykes;"Sherbakova et al 2017; Mertanen, S., Vuollo, J.I., Huhma, H., Arestova N.A., Kovalenko, A.";2017 / 2006;Izvestiya, Physics of the Solid Earth, 2017, Vol. 53, No. 5, pp. 714–732/ Precambrian Res.;;;;;;;;;;;;;;;;;;;;;;;;;
Baltica-Karelia;Mean D' Shalskiy-Deda-Gorelyi-Glubokaya dyke;9332;D' component;C*+;0;61.9;36.1;8;109;174.7;3.6;3.6;64.2;7;26.2;221.9;3.5;7;4.9;1;3.6;26.2;221.9;;;4.9;;;;;;;;0or100;;;;;;;;;;;;;1;0;1;c;1;0;1;5;B;2511;2448;2512;2510.6±1.5, 2510.6±1.5,Bleeker+08 Oslo abst;Mean D' Shalskiy-Deda-Gorelyi-Glubokaya dyke;"Sherbakova et al 2017; Mertanen, S., Vuollo, J.I., Huhma, H., Arestova N.A., Kovalenko, A.";2017 / 2006;Izvestiya, Physics of the Solid Earth, 2017, Vol. 53, No. 5, pp. 714–732/ Precambrian Res.;144;239-260;Early Paleoproterozoic–Archean dykes and gneisses in Russian Karelia of the Fennoscandian Shield—New paleomagnetic, isotope age and geochemical investigations;;;;;;;;;;;;;;;;;;;;;;
Baltica-Kola;Tsuomasvarri Gabbro-Diorite Intrusion;7528;A' Component;;0;69.9;28.3;8;28;328.2;41.4;41.4;79;6.3;40.2;247.3;4.7;7.7;6;1;41.4;40.2;247.3;4.7;7.7;6;1;41.4;40.2;247.3;4.7;7.7;6;0or100;4;1;1;1;1;1;1;0;0;0;1;4;1;0;1;0;1;0;1;4;B;1931;1929;1933;"1931±2; Mertanen and Pesonen 1994";Tsuomasavarri Gabbro-Diorite Intrusion;Mertanen,S., Pesonen,L.J.;1994;Precambrian Res.;69;25-50;Preliminary results of a paleomagnetic and rock magnetic study of the Proterozoic Tsuomasavarri intrusions, northern Fennoscandia;;;;;;;;;;;;;;;;;;;;;;
Baltica-Kola;Kuetsyarvi Formation;7648;A Component;G+;0;69.5;29.5;10;64;278;41;41;6.8;19.9;24.7;300.8;13;20.7;16.4;1;41;24.7;300.8;13;20.7;16.4;1;41;24.7;300.8;13;20.7;16.4;0or100;4;1;1;0;0;0;1;1;1;0;1;5;1;1;1;G;1;0;1;6;B;2060;2052;2068;2058±6, 2058±6, Melezhik+07;Kuetsyarvi Formation;Torsvik, T.H. and Meert, J.;1995;Geophys. J. International;122;520-536;Early Proterozoic palaeomagnetic data from the Pechenga Zone (north-west Russia) and their bearing on Early Proterozoic palaeogeography;;;;;;;;;;;;;;;;;;;;;;
Baltica-Kola;Generalskaya Layered Intrusion;8947;Component D;Rc;0;69.4;31;17;27;79.3;61;61;18.9;7.8;-42.5;292.7;9.1;11.9;10.4;1;61;-42.5;292.7;9.1;11.9;10.4;1;61;-42.5;292.7;9.1;11.9;10.4;18or82;4;1;1;1;1;1;1;0;1;1;0;5;1;0;0;0;1;0;0;2;B;2505;2503;2507;2505±2, 2505±2, Amelin+95;Generalskaya Layered Intrusion;Arestova, N.A., Khramov, A.N., Gooskova, E.G., Iosifidi, A.G.;2002;Fizika Zemli;38;65-76;New paleomagnetic evidence from the Early Proterozoic (2.5-2.4 Ga) Mount Generalskaya and Imandra layered intrusions, Kola Peninsula;;;;;;;;;;;;;;;;;;;;;;
Baltica-Sarmatia;Volyn-Dniestr-Bug intrusions;9422;Group E;Ro;0;50;29.6;5;86;226.8;29.9;29.9;26.6;15.1;10.7;163.2;10.2;10.2;10.2;1;29.9;10.7;163.2;10.2;10.2;10.2;1;29.9;10.7;163.2;10.2;10.2;10.2;0or100;4;1;1;1;1;1;1;0;1;0;1;5;1;0;1;0;1;0;0;3;B;1722;1710;1734;"1722±12; Elming et al 2010";Volyn-Dniestr-Bug intrusions;Elming, S.-Ã…., Shumlyanskyy, L., Kravchenko, S., Layer, P., SÃ¶derlund, U.;2010;Precambrian Res.;178;119-135;Proterozoic Basic dykes in the Ukrainian Shield: A palaeomagnetic, geochronologic and geochemical study â€” The accretion of the Ukrainian Shield to Fennoscandia;;;;;;;;;;;;;;;;;;;;;;
Baltica-Sarmatia;Volyn-Dniestr-Bug intrusions ;9421;Group C +D;Rc, C+;0;50.6;28.6;11;128;35.1;-10.3;10.3;61.6;5.9;26.5;169.1;3.9;3.9;3.9;1;-10.3;26.5;169.1;3.9;3.9;3.9;1;-10.6;26.5;169.1;3.9;3.9;3.9;mixed;4;1;1;1;1;1;1;1;1;1;1;7;1;0;1;C;1;1;1;6;A;1755;1740;1770;"1770-1740 Ma; Elming et al 2010, 1767±2.2 Amelin et al 1994";Volyn-Dniestr-Bug intrusions;Elming, S.-Ã…., Shumlyanskyy, L., Kravchenko, S., Layer, P., SÃ¶derlund, U.;2010;Precambrian Res.;178;119-135;Proterozoic Basic dykes in the Ukrainian Shield: A palaeomagnetic, geochronologic and geochemical study â€” The accretion of the Ukrainian Shield to Fennoscandia;;;;;;;;;;;;;;;;;;;;;;
